2021-09-17 01:09:46,156 - INFO - Namespace(a='2', beta_paras='3,6,6,3', budget_list='2', did='d1', grain_alpha='5', grain_p='10', method='brute', percent_R='0.25', percent_S='0.25', seed='32', version='v09170109')
2021-09-17 01:09:46,172 - INFO - Finish random requester set R and supplier set S 
                             percent_R=0.25, num_R=55, len_R=55 
                             percent_S=0.25, num_S=55, len_S=54
2021-09-17 01:09:47,200 - INFO - Finish generate valuations and costs using using a=2
2021-09-17 01:09:47,575 - INFO - information of the network: 
 node, degree, visibility, valuation, cost 
i, 28, 130, 0.7991276400367309, 0.20087235996326913 
i, 11, 45, 0.4049586776859504, 0.5950413223140496 
i, 9, 64, 0.4815518824609734, 0.5184481175390265 
i, 12, 86, 0.5785215794306704, 0.4214784205693296 
i, 19, 116, 0.7250780532598715, 0.2749219467401285 
i, 17, 113, 0.7096786042240587, 0.2903213957759413 
i, 23, 134, 0.8209458218549127, 0.17905417814508728 
i, 15, 112, 0.7045821854912764, 0.2954178145087236 
i, 10, 71, 0.5114416896235078, 0.4885583103764922 
i, 22, 119, 0.7406427915518824, 0.2593572084481176 
i, 19, 125, 0.7722681359044995, 0.2277318640955005 
i, 19, 131, 0.80455463728191, 0.19544536271809 
i, 16, 113, 0.7096786042240587, 0.2903213957759413 
i, 27, 165, 1.0, 0.0 
i, 14, 98, 0.6351606978879707, 0.3648393021120293 
i, 12, 85, 0.573921028466483, 0.42607897153351704 
i, 14, 82, 0.5602295684113867, 0.4397704315886133 
i, 11, 66, 0.48999999999999994, 0.51 
i, 16, 76, 0.5333425160697889, 0.4666574839302111 
i, 7, 52, 0.43240587695133154, 0.5675941230486685 
i, 17, 97, 0.6303397612488522, 0.36966023875114784 
i, 21, 113, 0.7096786042240587, 0.2903213957759413 
i, 16, 109, 0.6894031221303949, 0.3105968778696051 
i, 9, 65, 0.4857667584940313, 0.5142332415059687 
i, 15, 85, 0.573921028466483, 0.42607897153351704 
i, 16, 98, 0.6351606978879707, 0.3648393021120293 
i, 10, 94, 0.6159871441689625, 0.3840128558310375 
i, 8, 72, 0.5157851239669421, 0.4842148760330579 
i, 20, 129, 0.7937190082644627, 0.20628099173553727 
i, 29, 147, 0.8938842975206611, 0.10611570247933888 
i, 24, 133, 0.815463728191001, 0.184536271808999 
i, 12, 92, 0.6065105601469238, 0.39348943985307616 
i, 24, 143, 0.8711111111111112, 0.12888888888888883 
i, 15, 84, 0.5693388429752065, 0.43066115702479346 
i, 9, 46, 0.40882460973370066, 0.5911753902662993 
i, 13, 64, 0.4815518824609734, 0.5184481175390265 
i, 10, 62, 0.4731772268135904, 0.5268227731864096 
i, 15, 74, 0.5245270890725436, 0.47547291092745636 
i, 12, 77, 0.5377777777777779, 0.4622222222222221 
i, 9, 72, 0.5157851239669421, 0.4842148760330579 
i, 17, 92, 0.6065105601469238, 0.39348943985307616 
i, 12, 81, 0.555702479338843, 0.444297520661157 
i, 15, 108, 0.6843801652892562, 0.31561983471074384 
i, 7, 37, 0.3746923783287419, 0.6253076216712581 
i, 22, 129, 0.7937190082644627, 0.20628099173553727 
i, 9, 63, 0.47735537190082644, 0.5226446280991736 
i, 16, 79, 0.5467033976124885, 0.45329660238751146 
i, 12, 94, 0.6159871441689625, 0.3840128558310375 
i, 10, 69, 0.502809917355372, 0.49719008264462805 
i, 2, 15, 0.29752066115702475, 0.7024793388429753 
i, 2, 13, 0.2909458218549128, 0.7090541781450872 
i, 19, 104, 0.6644719926538109, 0.33552800734618915 
i, 12, 76, 0.5333425160697889, 0.4666574839302111 
i, 15, 97, 0.6303397612488522, 0.36966023875114784 
i, 12, 92, 0.6065105601469238, 0.39348943985307616 
i, 8, 56, 0.44849403122130393, 0.5515059687786961 
i, 5, 36, 0.3709917355371901, 0.6290082644628099 
i, 20, 137, 0.8375022956841138, 0.16249770431588617 
i, 2, 26, 0.33499540863177224, 0.6650045913682278 
i, 17, 94, 0.6159871441689625, 0.3840128558310375 
i, 7, 48, 0.41661157024793394, 0.5833884297520661 
i, 8, 49, 0.42053259871441684, 0.5794674012855832 
i, 5, 47, 0.4127089072543618, 0.5872910927456382 
i, 4, 39, 0.3821487603305785, 0.6178512396694216 
i, 9, 50, 0.4244719926538108, 0.5755280073461893 
i, 6, 37, 0.3746923783287419, 0.6253076216712581 
i, 16, 79, 0.5467033976124885, 0.45329660238751146 
i, 14, 61, 0.46901744719926536, 0.5309825528007346 
i, 9, 41, 0.3896786042240588, 0.6103213957759412 
i, 10, 37, 0.3746923783287419, 0.6253076216712581 
i, 14, 68, 0.4985215794306703, 0.5014784205693297 
i, 17, 88, 0.5877777777777777, 0.41222222222222227 
i, 13, 64, 0.4815518824609734, 0.5184481175390265 
i, 6, 56, 0.44849403122130393, 0.5515059687786961 
i, 24, 141, 0.8598347107438016, 0.14016528925619842 
i, 10, 75, 0.5289256198347108, 0.47107438016528924 
i, 9, 56, 0.44849403122130393, 0.5515059687786961 
i, 6, 46, 0.40882460973370066, 0.5911753902662993 
i, 5, 50, 0.4244719926538108, 0.5755280073461893 
i, 13, 87, 0.5831404958677686, 0.4168595041322314 
i, 23, 123, 0.7616528925619835, 0.23834710743801646 
i, 3, 38, 0.3784113865932047, 0.6215886134067953 
i, 7, 55, 0.4444444444444444, 0.5555555555555556 
i, 6, 44, 0.4011111111111111, 0.5988888888888889 
i, 23, 139, 0.8486317722681358, 0.1513682277318642 
i, 22, 144, 0.8767768595041321, 0.12322314049586791 
i, 15, 107, 0.6793755739210284, 0.32062442607897157 
i, 12, 100, 0.6448576675849402, 0.35514233241505977 
i, 13, 69, 0.502809917355372, 0.49719008264462805 
i, 9, 36, 0.3709917355371901, 0.6290082644628099 
i, 11, 93, 0.6112396694214874, 0.38876033057851256 
i, 5, 36, 0.3709917355371901, 0.6290082644628099 
i, 14, 108, 0.6843801652892562, 0.31561983471074384 
i, 14, 79, 0.5467033976124885, 0.45329660238751146 
i, 6, 38, 0.3784113865932047, 0.6215886134067953 
i, 3, 22, 0.32111111111111107, 0.6788888888888889 
i, 9, 61, 0.46901744719926536, 0.5309825528007346 
i, 21, 122, 0.7563728191000917, 0.2436271808999083 
i, 24, 104, 0.6644719926538109, 0.33552800734618915 
i, 8, 62, 0.4731772268135904, 0.5268227731864096 
i, 16, 105, 0.6694214876033057, 0.33057851239669434 
i, 11, 105, 0.6694214876033057, 0.33057851239669434 
i, 12, 78, 0.5422314049586776, 0.4577685950413224 
i, 29, 131, 0.80455463728191, 0.19544536271809 
i, 18, 104, 0.6644719926538109, 0.33552800734618915 
i, 9, 66, 0.48999999999999994, 0.51 
i, 12, 106, 0.6743893480257118, 0.3256106519742882 
i, 11, 95, 0.620752984389348, 0.379247015610652 
i, 13, 110, 0.6944444444444443, 0.3055555555555557 
i, 21, 123, 0.7616528925619835, 0.23834710743801646 
i, 26, 96, 0.6255371900826446, 0.37446280991735537 
i, 9, 46, 0.40882460973370066, 0.5911753902662993 
i, 7, 43, 0.39728191000918284, 0.6027180899908171 
i, 13, 91, 0.6017998163452709, 0.3982001836547291 
i, 4, 37, 0.3746923783287419, 0.6253076216712581 
i, 34, 150, 0.9111570247933886, 0.08884297520661144 
i, 12, 95, 0.620752984389348, 0.379247015610652 
i, 7, 68, 0.4985215794306703, 0.5014784205693297 
i, 3, 40, 0.3859044995408632, 0.6140955004591369 
i, 9, 61, 0.46901744719926536, 0.5309825528007346 
i, 15, 111, 0.6995041322314051, 0.30049586776859494 
i, 12, 105, 0.6694214876033057, 0.33057851239669434 
i, 17, 103, 0.6595408631772268, 0.3404591368227732 
i, 9, 80, 0.5511937557392103, 0.44880624426078974 
i, 19, 123, 0.7616528925619835, 0.23834710743801646 
i, 19, 125, 0.7722681359044995, 0.2277318640955005 
i, 12, 105, 0.6694214876033057, 0.33057851239669434 
i, 16, 87, 0.5831404958677686, 0.4168595041322314 
i, 24, 148, 0.899623507805326, 0.10037649219467404 
i, 19, 103, 0.6595408631772268, 0.3404591368227732 
i, 7, 49, 0.42053259871441684, 0.5794674012855832 
i, 22, 116, 0.7250780532598715, 0.2749219467401285 
i, 11, 69, 0.502809917355372, 0.49719008264462805 
i, 17, 80, 0.5511937557392103, 0.44880624426078974 
i, 12, 88, 0.5877777777777777, 0.41222222222222227 
i, 15, 89, 0.592433425160698, 0.40756657483930203 
i, 5, 46, 0.40882460973370066, 0.5911753902662993 
i, 15, 111, 0.6995041322314051, 0.30049586776859494 
i, 11, 77, 0.5377777777777779, 0.4622222222222221 
i, 11, 50, 0.4244719926538108, 0.5755280073461893 
i, 15, 91, 0.6017998163452709, 0.3982001836547291 
i, 10, 76, 0.5333425160697889, 0.4666574839302111 
i, 7, 45, 0.4049586776859504, 0.5950413223140496 
i, 27, 118, 0.7354361799816347, 0.2645638200183653 
i, 25, 122, 0.7563728191000917, 0.2436271808999083 
i, 8, 73, 0.5201469237832874, 0.4798530762167126 
i, 6, 56, 0.44849403122130393, 0.5515059687786961 
i, 12, 75, 0.5289256198347108, 0.47107438016528924 
i, 5, 48, 0.41661157024793394, 0.5833884297520661 
i, 14, 90, 0.5971074380165289, 0.4028925619834711 
i, 0, 1, 0.2530394857667585, 0.7469605142332415 
i, 3, 23, 0.32455463728191003, 0.67544536271809 
i, 17, 115, 0.7199265381083564, 0.2800734618916436 
i, 13, 93, 0.6112396694214874, 0.38876033057851256 
i, 20, 96, 0.6255371900826446, 0.37446280991735537 
i, 9, 98, 0.6351606978879707, 0.3648393021120293 
i, 0, 1, 0.2530394857667585, 0.7469605142332415 
i, 5, 40, 0.3859044995408632, 0.6140955004591369 
i, 3, 20, 0.31427915518824606, 0.685720844811754 
i, 1, 8, 0.27483011937557394, 0.725169880624426 
i, 7, 56, 0.44849403122130393, 0.5515059687786961 
i, 12, 90, 0.5971074380165289, 0.4028925619834711 
i, 4, 22, 0.32111111111111107, 0.6788888888888889 
i, 7, 74, 0.5245270890725436, 0.47547291092745636 
i, 11, 53, 0.43640036730945825, 0.5635996326905417 
i, 13, 71, 0.5114416896235078, 0.4885583103764922 
i, 12, 73, 0.5201469237832874, 0.4798530762167126 
i, 6, 40, 0.3859044995408632, 0.6140955004591369 
i, 12, 74, 0.5245270890725436, 0.47547291092745636 
i, 7, 38, 0.3784113865932047, 0.6215886134067953 
i, 1, 5, 0.26538108356290174, 0.7346189164370982 
i, 10, 78, 0.5422314049586776, 0.4577685950413224 
i, 3, 47, 0.4127089072543618, 0.5872910927456382 
i, 12, 71, 0.5114416896235078, 0.4885583103764922 
i, 7, 85, 0.573921028466483, 0.42607897153351704 
i, 6, 50, 0.4244719926538108, 0.5755280073461893 
i, 2, 14, 0.29422405876951335, 0.7057759412304867 

2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.0,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.1,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,968 - INFO - load: budget=2, scheme=(0.1,0.020000000000000004), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.1,0.04000000000000001), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.1,0.06000000000000001), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.1,0.08000000000000002), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.1,0.1), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.0), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.04000000000000001), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.08000000000000002), tilderR(55) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.12000000000000002), tilderR(55) tilderS(1),result=({168}, 631) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.16000000000000003), tilderR(55) tilderS(2),result=({168, 125}, 1093) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.2,0.2), tilderR(55) tilderS(3),result=((125, 46), 1375) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.30000000000000004,0.0), tilderR(54) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,969 - INFO - load: budget=2, scheme=(0.30000000000000004,0.06000000000000001), tilderR(54) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.30000000000000004,0.12000000000000002), tilderR(54) tilderS(1),result=({168}, 608) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.30000000000000004,0.18000000000000005), tilderR(54) tilderS(3),result=((125, 46), 1333) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.30000000000000004,0.24000000000000005), tilderR(54) tilderS(5),result=((46, 149), 1343) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.30000000000000004,0.30000000000000004), tilderR(54) tilderS(8),result=((46, 49), 1403) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.0), tilderR(49) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.08000000000000002), tilderR(49) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.16000000000000003), tilderR(49) tilderS(2),result=({168, 125}, 898) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.24000000000000005), tilderR(49) tilderS(5),result=((46, 149), 1151) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.32000000000000006), tilderR(49) tilderS(10),result=((46, 49), 1202) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.4,0.4), tilderR(49) tilderS(19),result=((1, 150), 1420) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.5,0.0), tilderR(35) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,970 - INFO - load: budget=2, scheme=(0.5,0.1), tilderR(35) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.5,0.2), tilderR(35) tilderS(3),result=((125, 46), 678) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.5,0.30000000000000004), tilderR(35) tilderS(8),result=((46, 49), 753) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.5,0.4), tilderR(35) tilderS(19),result=((1, 150), 901) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.5,0.5), tilderR(35) tilderS(38),result=((1, 150), 901) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.0), tilderR(21) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.12000000000000002), tilderR(21) tilderS(1),result=({168}, 101) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.24000000000000005), tilderR(21) tilderS(5),result=((46, 149), 328) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.3600000000000001), tilderR(21) tilderS(14),result=((1, 46), 396) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.4800000000000001), tilderR(21) tilderS(32),result=((1, 150), 498) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.6000000000000001,0.6000000000000001), tilderR(21) tilderS(46),result=((1, 150), 498) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.7000000000000001,0.0), tilderR(8) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,971 - INFO - load: budget=2, scheme=(0.7000000000000001,0.14), tilderR(8) tilderS(2),result=({168, 125}, 31) 
2021-09-17 01:09:47,974 - INFO - load: budget=2, scheme=(0.7000000000000001,0.28), tilderR(8) tilderS(6),result=((46, 49), 104) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.7000000000000001,0.4200000000000001), tilderR(8) tilderS(24),result=((1, 150), 159) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.7000000000000001,0.56), tilderR(8) tilderS(39),result=((1, 150), 159) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.7000000000000001,0.7000000000000001), tilderR(8) tilderS(53),result=((1, 150), 159) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.0), tilderR(3) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.16000000000000003), tilderR(3) tilderS(2),result=({168, 125}, 12) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.32000000000000006), tilderR(3) tilderS(10),result=((46, 62), 33) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.4800000000000001), tilderR(3) tilderS(32),result=((150, 65), 50) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.6400000000000001), tilderR(3) tilderS(48),result=((150, 109), 55) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.8,0.8), tilderR(3) tilderS(54),result=((150, 109), 55) 
2021-09-17 01:09:47,975 - INFO - load: budget=2, scheme=(0.9,0.0), tilderR(0) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(0.9,0.18000000000000002), tilderR(0) tilderS(3),result=((168, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(0.9,0.36000000000000004), tilderR(0) tilderS(14),result=((169, 149), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(0.9,0.5400000000000001), tilderR(0) tilderS(38),result=((214, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(0.9,0.7200000000000001), tilderR(0) tilderS(53),result=((214, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(0.9,0.9), tilderR(0) tilderS(54),result=((214, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,0.0), tilderR(0) tilderS(0),result=(set(), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,0.2), tilderR(0) tilderS(3),result=((168, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,0.4), tilderR(0) tilderS(19),result=((169, 156), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,0.6000000000000001), tilderR(0) tilderS(46),result=((214, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,0.8), tilderR(0) tilderS(54),result=((214, 125), 0) 
2021-09-17 01:09:47,976 - INFO - load: budget=2, scheme=(1.0,1.0), tilderR(0) tilderS(54),result=((214, 125), 0) 
