did	lamb	obj	method	budget	scheme	setM_star	I	W	RI	RW
d1	2.0	I	greedy	1	(0.2, 0.4)	{143}	959	452.7	-191.8	10.72
d1	2.0	I	greedy	1	(0.2, 0.45)	{143}	959	452.7	-239.75	-11.92
d1	2.0	I	greedy	1	(0.2, 0.5)	{143}	959	452.7	-287.7	-34.55
d1	2.0	I	greedy	1	(0.2, 0.55)	{143}	959	452.7	-335.65	-57.19
d1	2.0	I	greedy	1	(0.2, 0.6)	{143}	959	452.7	-383.6	-79.82
d1	2.0	I	greedy	1	(0.2, 0.65)	{143}	959	452.7	-431.55	-102.46
d1	2.0	I	greedy	1	(0.2, 0.7)	{143}	959	452.7	-479.5	-125.09
d1	2.0	I	greedy	1	(0.2, 0.75)	{143}	959	452.7	-527.45	-147.73
d1	2.0	I	greedy	1	(0.2, 0.8)	{143}	959	452.7	-575.4	-170.36
d1	2.0	I	greedy	1	(0.2, 0.85)	{143}	959	452.7	-623.35	-193.0
d1	2.0	I	greedy	1	(0.2, 0.9)	{143}	959	452.7	-671.3	-215.63
d1	2.0	I	greedy	1	(0.2, 0.95)	{143}	959	452.7	-719.25	-238.27
d1	2.0	I	greedy	1	(0.2, 1.0)	{143}	959	452.7	-767.2	-260.9
d1	2.0	I	greedy	1	(0.25, 0.0)	{53}	821	390.49	205.25	205.25
d1	2.0	I	greedy	1	(0.25, 0.05)	{53}	821	390.49	164.2	185.73
d1	2.0	I	greedy	1	(0.25, 0.1)	{53}	821	390.49	123.15	166.2
d1	2.0	I	greedy	1	(0.25, 0.15)	{53}	821	390.49	82.1	146.68
d1	2.0	I	greedy	1	(0.25, 0.2)	{143}	959	452.7	47.95	149.21
d1	2.0	I	greedy	1	(0.25, 0.25)	{143}	959	452.7	0.0	126.57
d1	2.0	I	greedy	1	(0.25, 0.3)	{143}	959	452.7	-47.95	103.94
d1	2.0	I	greedy	1	(0.25, 0.35)	{143}	959	452.7	-95.9	81.3
d1	2.0	I	greedy	1	(0.25, 0.4)	{143}	959	452.7	-143.85	58.67
d1	2.0	I	greedy	1	(0.25, 0.45)	{143}	959	452.7	-191.8	36.03
d1	2.0	I	greedy	1	(0.25, 0.5)	{143}	959	452.7	-239.75	13.4
d1	2.0	I	greedy	1	(0.25, 0.55)	{143}	959	452.7	-287.7	-9.24
d1	2.0	I	greedy	1	(0.25, 0.6)	{143}	959	452.7	-335.65	-31.87
d1	2.0	I	greedy	1	(0.25, 0.65)	{143}	959	452.7	-383.6	-54.51
d1	2.0	I	greedy	1	(0.25, 0.7)	{143}	959	452.7	-431.55	-77.14
d1	2.0	I	greedy	1	(0.25, 0.75)	{143}	959	452.7	-479.5	-99.78
d1	2.0	I	greedy	1	(0.25, 0.8)	{143}	959	452.7	-527.45	-122.41
d1	2.0	I	greedy	1	(0.25, 0.85)	{143}	959	452.7	-575.4	-145.05
d1	2.0	I	greedy	1	(0.25, 0.9)	{143}	959	452.7	-623.35	-167.68
d1	2.0	I	greedy	1	(0.25, 0.95)	{143}	959	452.7	-671.3	-190.32
d1	2.0	I	greedy	1	(0.25, 1.0)	{143}	959	452.7	-719.25	-212.95
d1	2.0	I	greedy	1	(0.3, 0.0)	{53}	793	383.06	237.9	237.9
d1	2.0	I	greedy	1	(0.3, 0.05)	{53}	793	383.06	198.25	218.75
d1	2.0	I	greedy	1	(0.3, 0.1)	{53}	793	383.06	158.6	199.59
d1	2.0	I	greedy	1	(0.3, 0.15)	{53}	793	383.06	118.95	180.44
d1	2.0	I	greedy	1	(0.3, 0.2)	{143}	929	444.74	92.9	189.75
d1	2.0	I	greedy	1	(0.3, 0.25)	{143}	929	444.74	46.45	167.51
d1	2.0	I	greedy	1	(0.3, 0.3)	{143}	929	444.74	0.0	145.28
d1	2.0	I	greedy	1	(0.3, 0.35)	{143}	929	444.74	-46.45	123.04
d1	2.0	I	greedy	1	(0.3, 0.4)	{143}	929	444.74	-92.9	100.8
d1	2.0	I	greedy	1	(0.3, 0.45)	{143}	929	444.74	-139.35	78.57
d1	2.0	I	greedy	1	(0.3, 0.5)	{143}	929	444.74	-185.8	56.33
d1	2.0	I	greedy	1	(0.3, 0.55)	{143}	929	444.74	-232.25	34.09
d1	2.0	I	greedy	1	(0.3, 0.6)	{143}	929	444.74	-278.7	11.86
d1	2.0	I	greedy	1	(0.3, 0.65)	{143}	929	444.74	-325.15	-10.38
d1	2.0	I	greedy	1	(0.3, 0.7)	{143}	929	444.74	-371.6	-32.62
d1	2.0	I	greedy	1	(0.3, 0.75)	{143}	929	444.74	-418.05	-54.86
d1	2.0	I	greedy	1	(0.3, 0.8)	{143}	929	444.74	-464.5	-77.09
d1	2.0	I	greedy	1	(0.3, 0.85)	{143}	929	444.74	-510.95	-99.33
d1	2.0	I	greedy	1	(0.3, 0.9)	{143}	929	444.74	-557.4	-121.57
d1	2.0	I	greedy	1	(0.3, 0.95)	{143}	929	444.74	-603.85	-143.8
d1	2.0	I	greedy	1	(0.3, 1.0)	{143}	929	444.74	-650.3	-166.04
d1	2.0	I	greedy	1	(0.35, 0.0)	{53}	744	367.91	260.4	260.4
d1	2.0	I	greedy	1	(0.35, 0.05)	{53}	744	367.91	223.2	242.0
d1	2.0	I	greedy	1	(0.35, 0.1)	{53}	744	367.91	186.0	223.61
d1	2.0	I	greedy	1	(0.35, 0.15)	{53}	744	367.91	148.8	205.21
d1	2.0	I	greedy	1	(0.35, 0.2)	{143}	871	426.81	130.65	219.49
d1	2.0	I	greedy	1	(0.35, 0.25)	{143}	871	426.81	87.1	198.15
d1	2.0	I	greedy	1	(0.35, 0.3)	{143}	871	426.81	43.55	176.81
d1	2.0	I	greedy	1	(0.35, 0.35)	{143}	871	426.81	0.0	155.47
d1	2.0	I	greedy	1	(0.35, 0.4)	{143}	871	426.81	-43.55	134.13
d1	2.0	I	greedy	1	(0.35, 0.45)	{143}	871	426.81	-87.1	112.79
d1	2.0	I	greedy	1	(0.35, 0.5)	{143}	871	426.81	-130.65	91.45
d1	2.0	I	greedy	1	(0.35, 0.55)	{143}	871	426.81	-174.2	70.11
d1	2.0	I	greedy	1	(0.35, 0.6)	{143}	871	426.81	-217.75	48.77
d1	2.0	I	greedy	1	(0.35, 0.65)	{143}	871	426.81	-261.3	27.43
d1	2.0	I	greedy	1	(0.35, 0.7)	{143}	871	426.81	-304.85	6.08
d1	2.0	I	greedy	1	(0.35, 0.75)	{143}	871	426.81	-348.4	-15.26
d1	2.0	I	greedy	1	(0.35, 0.8)	{143}	871	426.81	-391.95	-36.6
d1	2.0	I	greedy	1	(0.35, 0.85)	{143}	871	426.81	-435.5	-57.94
d1	2.0	I	greedy	1	(0.35, 0.9)	{143}	871	426.81	-479.05	-79.28
d1	2.0	I	greedy	1	(0.35, 0.95)	{143}	871	426.81	-522.6	-100.62
d1	2.0	I	greedy	1	(0.35, 1.0)	{143}	871	426.81	-566.15	-121.96
d1	2.0	I	greedy	1	(0.4, 0.0)	{53}	655	334.31	262.0	262.0
d1	2.0	I	greedy	1	(0.4, 0.05)	{53}	655	334.31	229.25	245.28
d1	2.0	I	greedy	1	(0.4, 0.1)	{53}	655	334.31	196.5	228.57
d1	2.0	I	greedy	1	(0.4, 0.15)	{53}	655	334.31	163.75	211.85
d1	2.0	I	greedy	1	(0.4, 0.2)	{143}	765	386.76	153.0	228.65
d1	2.0	I	greedy	1	(0.4, 0.25)	{143}	765	386.76	114.75	209.31
d1	2.0	I	greedy	1	(0.4, 0.3)	{143}	765	386.76	76.5	189.97
d1	2.0	I	greedy	1	(0.4, 0.35)	{143}	765	386.76	38.25	170.63
d1	2.0	I	greedy	1	(0.4, 0.4)	{143}	765	386.76	0.0	151.3
d1	2.0	I	greedy	1	(0.4, 0.45)	{143}	765	386.76	-38.25	131.96
d1	2.0	I	greedy	1	(0.4, 0.5)	{143}	765	386.76	-76.5	112.62
d1	2.0	I	greedy	1	(0.4, 0.55)	{143}	765	386.76	-114.75	93.28
d1	2.0	I	greedy	1	(0.4, 0.6)	{143}	765	386.76	-153.0	73.94
d1	2.0	I	greedy	1	(0.4, 0.65)	{143}	765	386.76	-191.25	54.61
d1	2.0	I	greedy	1	(0.4, 0.7)	{143}	765	386.76	-229.5	35.27
d1	2.0	I	greedy	1	(0.4, 0.75)	{143}	765	386.76	-267.75	15.93
d1	2.0	I	greedy	1	(0.4, 0.8)	{143}	765	386.76	-306.0	-3.41
d1	2.0	I	greedy	1	(0.4, 0.85)	{143}	765	386.76	-344.25	-22.75
d1	2.0	I	greedy	1	(0.4, 0.9)	{143}	765	386.76	-382.5	-42.08
d1	2.0	I	greedy	1	(0.4, 0.95)	{143}	765	386.76	-420.75	-61.42
d1	2.0	I	greedy	1	(0.4, 1.0)	{143}	765	386.76	-459.0	-80.76
d1	2.0	I	greedy	1	(0.45, 0.0)	{53}	404	227.9	181.8	181.8
d1	2.0	I	greedy	1	(0.45, 0.05)	{53}	404	227.9	161.6	170.4
d1	2.0	I	greedy	1	(0.45, 0.1)	{53}	404	227.9	141.4	159.01
d1	2.0	I	greedy	1	(0.45, 0.15)	{53}	404	227.9	121.2	147.61
d1	2.0	I	greedy	1	(0.45, 0.2)	{143}	441	249.02	110.25	148.65
d1	2.0	I	greedy	1	(0.45, 0.25)	{143}	441	249.02	88.2	136.2
d1	2.0	I	greedy	1	(0.45, 0.3)	{143}	441	249.02	66.15	123.74
d1	2.0	I	greedy	1	(0.45, 0.35)	{143}	441	249.02	44.1	111.29
d1	2.0	I	greedy	1	(0.45, 0.4)	{143}	441	249.02	22.05	98.84
d1	2.0	I	greedy	1	(0.45, 0.45)	{143}	441	249.02	0.0	86.39
d1	2.0	I	greedy	1	(0.45, 0.5)	{143}	441	249.02	-22.05	73.94
d1	2.0	I	greedy	1	(0.45, 0.55)	{143}	441	249.02	-44.1	61.49
d1	2.0	I	greedy	1	(0.45, 0.6)	{143}	441	249.02	-66.15	49.04
d1	2.0	I	greedy	1	(0.45, 0.65)	{143}	441	249.02	-88.2	36.59
d1	2.0	I	greedy	1	(0.45, 0.7)	{143}	441	249.02	-110.25	24.14
d1	2.0	I	greedy	1	(0.45, 0.75)	{143}	441	249.02	-132.3	11.69
d1	2.0	I	greedy	1	(0.45, 0.8)	{143}	441	249.02	-154.35	-0.76
d1	2.0	I	greedy	1	(0.45, 0.85)	{143}	441	249.02	-176.4	-13.21
d1	2.0	I	greedy	1	(0.45, 0.9)	{143}	441	249.02	-198.45	-25.67
d1	2.0	I	greedy	1	(0.45, 0.95)	{143}	441	249.02	-220.5	-38.12
d1	2.0	I	greedy	1	(0.45, 1.0)	{143}	441	249.02	-242.55	-50.57
d1	2.0	I	greedy	1	(0.5, 0.0)	{53}	272	163.41	136.0	136.0
d1	2.0	I	greedy	1	(0.5, 0.05)	{53}	272	163.41	122.4	127.83
d1	2.0	I	greedy	1	(0.5, 0.1)	{53}	272	163.41	108.8	119.66
d1	2.0	I	greedy	1	(0.5, 0.15)	{53}	272	163.41	95.2	111.49
d1	2.0	I	greedy	1	(0.5, 0.2)	{143}	295	177.66	88.5	111.97
d1	2.0	I	greedy	1	(0.5, 0.25)	{143}	295	177.66	73.75	103.08
d1	2.0	I	greedy	1	(0.5, 0.3)	{143}	295	177.66	59.0	94.2
d1	2.0	I	greedy	1	(0.5, 0.35)	{1}	326	207.69	48.9	90.31
d1	2.0	I	greedy	1	(0.5, 0.4)	{1}	326	207.69	32.6	79.92
d1	2.0	I	greedy	1	(0.5, 0.45)	{1}	326	207.69	16.3	69.54
d1	2.0	I	greedy	1	(0.5, 0.5)	{1}	326	207.69	0.0	59.15
d1	2.0	I	greedy	1	(0.5, 0.55)	{1}	326	207.69	-16.3	48.77
d1	2.0	I	greedy	1	(0.5, 0.6)	{1}	326	207.69	-32.6	38.38
d1	2.0	I	greedy	1	(0.5, 0.65)	{1}	326	207.69	-48.9	28.0
d1	2.0	I	greedy	1	(0.5, 0.7)	{1}	326	207.69	-65.2	17.61
d1	2.0	I	greedy	1	(0.5, 0.75)	{1}	326	207.69	-81.5	7.23
d1	2.0	I	greedy	1	(0.5, 0.8)	{1}	326	207.69	-97.8	-3.16
d1	2.0	I	greedy	1	(0.5, 0.85)	{1}	326	207.69	-114.1	-13.54
d1	2.0	I	greedy	1	(0.5, 0.9)	{1}	326	207.69	-130.4	-23.92
d1	2.0	I	greedy	1	(0.5, 0.95)	{1}	326	207.69	-146.7	-34.31
d1	2.0	I	greedy	1	(0.5, 1.0)	{1}	326	207.69	-163.0	-44.69
d1	2.0	I	greedy	1	(0.55, 0.0)	{53}	184	118.13	101.2	101.2
d1	2.0	I	greedy	1	(0.55, 0.05)	{53}	184	118.13	92.0	95.29
d1	2.0	I	greedy	1	(0.55, 0.1)	{53}	184	118.13	82.8	89.39
d1	2.0	I	greedy	1	(0.55, 0.15)	{53}	184	118.13	73.6	83.48
d1	2.0	I	greedy	1	(0.55, 0.2)	{53}	184	118.13	64.4	77.57
d1	2.0	I	greedy	1	(0.55, 0.25)	{53}	184	118.13	55.2	71.67
d1	2.0	I	greedy	1	(0.55, 0.3)	{45}	196	132.76	49.0	67.97
d1	2.0	I	greedy	1	(0.55, 0.35)	{1}	264	176.11	52.8	83.56
d1	2.0	I	greedy	1	(0.55, 0.4)	{1}	264	176.11	39.6	74.76
d1	2.0	I	greedy	1	(0.55, 0.45)	{1}	264	176.11	26.4	65.95
d1	2.0	I	greedy	1	(0.55, 0.5)	{1}	264	176.11	13.2	57.15
d1	2.0	I	greedy	1	(0.55, 0.55)	{1}	264	176.11	0.0	48.34
d1	2.0	I	greedy	1	(0.55, 0.6)	{1}	264	176.11	-13.2	39.53
d1	2.0	I	greedy	1	(0.55, 0.65)	{1}	264	176.11	-26.4	30.73
d1	2.0	I	greedy	1	(0.55, 0.7)	{1}	264	176.11	-39.6	21.92
d1	2.0	I	greedy	1	(0.55, 0.75)	{1}	264	176.11	-52.8	13.12
d1	2.0	I	greedy	1	(0.55, 0.8)	{1}	264	176.11	-66.0	4.31
d1	2.0	I	greedy	1	(0.55, 0.85)	{1}	264	176.11	-79.2	-4.49
d1	2.0	I	greedy	1	(0.55, 0.9)	{1}	264	176.11	-92.4	-13.3
d1	2.0	I	greedy	1	(0.55, 0.95)	{1}	264	176.11	-105.6	-22.1
d1	2.0	I	greedy	1	(0.55, 1.0)	{1}	264	176.11	-118.8	-30.91
d1	2.0	I	greedy	1	(0.6, 0.0)	{53}	123	82.6	73.8	73.8
d1	2.0	I	greedy	1	(0.6, 0.05)	{53}	123	82.6	67.65	69.67
d1	2.0	I	greedy	1	(0.6, 0.1)	{53}	123	82.6	61.5	65.54
d1	2.0	I	greedy	1	(0.6, 0.15)	{53}	123	82.6	55.35	61.41
d1	2.0	I	greedy	1	(0.6, 0.2)	{143}	129	89.11	51.6	59.58
d1	2.0	I	greedy	1	(0.6, 0.25)	{143}	129	89.11	45.15	55.12
d1	2.0	I	greedy	1	(0.6, 0.3)	{45}	149	105.58	44.7	57.72
d1	2.0	I	greedy	1	(0.6, 0.35)	{1}	202	139.94	50.5	72.22
d1	2.0	I	greedy	1	(0.6, 0.4)	{1}	202	139.94	40.4	65.22
d1	2.0	I	greedy	1	(0.6, 0.45)	{1}	202	139.94	30.3	58.22
d1	2.0	I	greedy	1	(0.6, 0.5)	{1}	202	139.94	20.2	51.23
d1	2.0	I	greedy	1	(0.6, 0.55)	{1}	202	139.94	10.1	44.23
d1	2.0	I	greedy	1	(0.6, 0.6)	{1}	202	139.94	0.0	37.23
d1	2.0	I	greedy	1	(0.6, 0.65)	{1}	202	139.94	-10.1	30.24
d1	2.0	I	greedy	1	(0.6, 0.7)	{1}	202	139.94	-20.2	23.24
d1	2.0	I	greedy	1	(0.6, 0.75)	{1}	202	139.94	-30.3	16.24
d1	2.0	I	greedy	1	(0.6, 0.8)	{1}	202	139.94	-40.4	9.24
d1	2.0	I	greedy	1	(0.6, 0.85)	{1}	202	139.94	-50.5	2.25
d1	2.0	I	greedy	1	(0.6, 0.9)	{1}	202	139.94	-60.6	-4.75
d1	2.0	I	greedy	1	(0.6, 0.95)	{1}	202	139.94	-70.7	-11.75
